Time Period,period start date,Payer Name,Payer Segment,Channel,Line of therapy,HCO Territory,HCO Region,HCO Area,HCO Nation,drug name,class,claims count,paid claims count,reverse claim count,rejected claim count,reject reason,Patient Count
PR3M,,Optum Rx,PBM,Pharmacy Benefit,1L,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,679,463,31,185,Medical Records Requested,502
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,ILUMYA,IL-23,581,217,26,338,Medical Records Requested,442
PR3M,,Medicaid State Plans,Government,Medicaid,2L,Louisiana_NewOrleans,Louisiana,East,US,ILUMYA,IL-23,599,330,25,244,Authorization Denied,461
PR3M,,Humana,Commercial,Medicare Advantage,3L+,Louisiana_NewOrleans,Louisiana,East,US,Humira,TNF,674,398,30,246,Refill Too Soon,607
PR3M,,Humana,Commercial,Medicare Advantage,2L,Louisiana_NewOrleans,Louisiana,East,US,Stelara,IL-12/23,931,822,48,61,Prior Authorization Required,782
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Louisiana_NewOrleans,Louisiana,East,US,Stelara,IL-12/23,141,79,47,15,Prior Authorization Required,104
PR3M,,UnitedHealthcare,Commercial,Managed Care,1L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,306,234,31,41,Refill Too Soon,275
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Louisiana_NewOrleans,Louisiana,East,US,Tremfya,IL-23,600,382,25,193,Referral Required,444
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,614,103,11,500,Refill Too Soon,534
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Massachusetts_Boston,Massachusetts,East,US,Cosentyx,IL-17A,502,243,36,223,Prior Authorization Required,361
PR3M,,Express Scripts,PBM,Pharmacy Benefit,3L+,Massachusetts_Boston,Massachusetts,East,US,Skyrizi,IL-23,472,228,49,195,Refill Too Soon,387
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,257,196,15,46,Prior Authorization Required,224
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Massachusetts_Boston,Massachusetts,East,US,Stelara,IL-12/23,427,342,21,64,Refill Too Soon,307
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,425,59,41,325,Medical Records Requested,327
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Massachusetts_Boston,Massachusetts,East,US,Tremfya,IL-23,205,103,39,63,Referral Required,176
PR3M,,Express Scripts,PBM,Pharmacy Benefit,2L,Massachusetts_Boston,Massachusetts,East,US,Humira,TNF,795,82,6,707,Authorization Denied,572
PR3M,,UnitedHealthcare,Commercial,Managed Care,3L+,Massachusetts_Boston,Massachusetts,East,US,Cosentyx,IL-17A,675,580,33,62,Refill Too Soon,446
PR3M,,TRICARE,Government,Federal,2L,Massachusetts_Boston,Massachusetts,East,US,BIMZLEX,IL-17A & IL-17F,235,152,20,63,Medical Records Requested,174
PR3M,,Humana,Commercial,Medicare Advantage,2L,Michigan_Detroit,Michigan,East,US,BIMZLEX,IL-17A & IL-17F,380,148,9,223,Prior Authorization Required,327
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,817,751,24,42,Medical Records Requested,596
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,1L,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,454,229,45,180,Refill Too Soon,363
PR3M,,CareSource,Medicaid Managed Care,Medicaid,2L,Michigan_Detroit,Michigan,East,US,ILUMYA,IL-23,509,442,46,21,Prior Authorization Required,346
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,Michigan_Detroit,Michigan,East,US,ILUMYA,IL-23,133,89,31,13,Medical Records Requested,116
PR3M,,Express Scripts,PBM,Pharmacy Benefit,3L+,Michigan_Detroit,Michigan,East,US,BIMZLEX,IL-17A & IL-17F,753,694,40,19,Authorization Denied,617
PR3M,,Aetna,Commercial,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Stelara,IL-12/23,969,591,12,366,Authorization Denied,872
PR3M,,Florida Blue,Regional Health Plan,Managed Care,2L,Michigan_Detroit,Michigan,East,US,ILUMYA,IL-23,704,233,36,435,Prior Authorization Required,598
PR3M,,Cigna Healthcare,Commercial,Managed Care,3L+,Michigan_Detroit,Michigan,East,US,Skyrizi,IL-23,228,175,30,23,Prior Authorization Required,171
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,Humira,TNF,930,905,23,2,Medical Records Requested,688
PR3M,,Humana,Commercial,Medicare Advantage,2L,Minnesota_TwinCities,Minnesota,West,US,BIMZLEX,IL-17A & IL-17F,498,327,50,121,Prior Authorization Required,364
PR3M,,Cigna Healthcare,Commercial,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,Tremfya,IL-23,316,255,38,23,Medical Records Requested,205
PR3M,,Optum Rx,PBM,Pharmacy Benefit,1L,Minnesota_TwinCities,Minnesota,West,US,Skyrizi,IL-23,824,381,26,417,Authorization Denied,667
PR3M,,Optum Rx,PBM,Pharmacy Benefit,2L,Minnesota_TwinCities,Minnesota,West,US,ILUMYA,IL-23,535,475,46,14,Referral Required,401
PR3M,,Medicare FFS,Government,Medicare,3L+,Minnesota_TwinCities,Minnesota,West,US,Skyrizi,IL-23,416,209,14,193,Medical Records Requested,337
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,Skyrizi,IL-23,175,127,17,31,Prior Authorization Required,124
PR3M,,Express Scripts,PBM,Pharmacy Benefit,2L,Minnesota_TwinCities,Minnesota,West,US,BIMZLEX,IL-17A & IL-17F,780,739,39,2,Prior Authorization Required,530
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Minnesota_TwinCities,Minnesota,West,US,Humira,TNF,721,651,32,38,Prior Authorization Required,548
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,Skyrizi,IL-23,894,670,10,214,Medical Records Requested,805
PR3M,,Health Care Service Corporation,Commercial,Managed Care,1L,Minnesota_TwinCities,Minnesota,West,US,Skyrizi,IL-23,971,549,49,373,Referral Required,641
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Minnesota_TwinCities,Minnesota,West,US,Humira,TNF,559,324,37,198,Prior Authorization Required,369
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Minnesota_TwinCities,Minnesota,West,US,Stelara,IL-12/23,866,99,0,767,Prior Authorization Required,641
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Minnesota_TwinCities,Minnesota,West,US,Skyrizi,IL-23,891,61,46,784,Prior Authorization Required,606
PR3M,,TRICARE,Government,Federal,3L+,Minnesota_TwinCities,Minnesota,West,US,BIMZLEX,IL-17A & IL-17F,585,233,34,318,Refill Too Soon,491
PR3M,,Highmark,Regional Health Plan,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,699,222,45,432,Medical Records Requested,468
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Missouri_StLouis,Missouri,North,US,Skyrizi,IL-23,216,50,19,147,Prior Authorization Required,168
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Missouri_StLouis,Missouri,North,US,Skyrizi,IL-23,435,371,42,22,Prior Authorization Required,322
PR3M,,CareSource,Medicaid Managed Care,Medicaid,2L,Missouri_StLouis,Missouri,North,US,BIMZLEX,IL-17A & IL-17F,719,697,2,20,Authorization Denied,640
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Missouri_StLouis,Missouri,North,US,Cosentyx,IL-17A,960,745,6,209,Prior Authorization Required,806
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Missouri_StLouis,Missouri,North,US,BIMZLEX,IL-17A & IL-17F,358,201,44,113,Authorization Denied,272
PR3M,,Medicare FFS,Government,Medicare,2L,Missouri_StLouis,Missouri,North,US,ILUMYA,IL-23,895,481,5,409,Medical Records Requested,779
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Nevada_LasVegas,Nevada,West,US,Cosentyx,IL-17A,152,126,17,9,Prior Authorization Required,100
PR3M,,Aetna,Commercial,Managed Care,1L,Nevada_LasVegas,Nevada,West,US,Stelara,IL-12/23,816,366,46,404,Refill Too Soon,702
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,Nevada_LasVegas,Nevada,West,US,Tremfya,IL-23,436,265,36,135,Prior Authorization Required,314
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Nevada_LasVegas,Nevada,West,US,Skyrizi,IL-23,653,99,46,508,Prior Authorization Required,549
PR3M,,Health Care Service Corporation,Commercial,Managed Care,3L+,Nevada_LasVegas,Nevada,West,US,BIMZLEX,IL-17A & IL-17F,366,53,43,270,Refill Too Soon,238
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,1L,Nevada_LasVegas,Nevada,West,US,ILUMYA,IL-23,478,325,8,145,Prior Authorization Required,421
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,2L,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,948,715,5,228,Authorization Denied,834
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,NewYork_Metro,NewYork,East,US,Cosentyx,IL-17A,548,417,14,117,Medical Records Requested,373
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,NewYork_Metro,NewYork,East,US,ILUMYA,IL-23,443,422,0,21,Authorization Denied,341
PR3M,,Humana,Commercial,Medicare Advantage,3L+,NewYork_Metro,NewYork,East,US,BIMZLEX,IL-17A & IL-17F,521,150,28,343,Refill Too Soon,422
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,1L,NewYork_Metro,NewYork,East,US,Cosentyx,IL-17A,252,121,48,83,Prior Authorization Required,169
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,NewYork_Metro,NewYork,East,US,ILUMYA,IL-23,303,225,42,36,Refill Too Soon,270
PR3M,,Cigna Healthcare,Commercial,Managed Care,1L,NewYork_Metro,NewYork,East,US,Stelara,IL-12/23,540,426,43,71,Referral Required,400
PR3M,,Humana,Commercial,Medicare Advantage,3L+,NewYork_Metro,NewYork,East,US,ILUMYA,IL-23,885,661,5,219,Authorization Denied,681
PR3M,,Medicare FFS,Government,Medicare,2L,NewYork_Metro,NewYork,East,US,Skyrizi,IL-23,438,392,11,35,Medical Records Requested,350
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,NewYork_Upstate,NewYork,West,US,Humira,TNF,230,74,47,109,Medical Records Requested,177
PR3M,,Humana,Commercial,Medicare Advantage,1L,NewYork_Upstate,NewYork,West,US,Cosentyx,IL-17A,964,852,14,98,Medical Records Requested,771
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,2L,NewYork_Upstate,NewYork,West,US,ILUMYA,IL-23,182,132,7,43,Refill Too Soon,155
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,NewYork_Upstate,NewYork,West,US,BIMZLEX,IL-17A & IL-17F,804,69,45,690,Authorization Denied,563
PR3M,,Medicaid State Plans,Government,Medicaid,2L,NewYork_Upstate,NewYork,West,US,Skyrizi,IL-23,445,423,20,2,Authorization Denied,378
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,3L+,NewYork_Upstate,NewYork,West,US,Skyrizi,IL-23,834,182,33,619,Refill Too Soon,575
PR3M,,Aetna,Commercial,Managed Care,3L+,NewYork_Upstate,NewYork,West,US,ILUMYA,IL-23,803,617,15,171,Refill Too Soon,723
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,1L,NorthCarolina_Central,NorthCarolina,South,US,Skyrizi,IL-23,240,132,50,58,Prior Authorization Required,182
PR3M,,Medicare FFS,Government,Medicare,2L,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,186,52,43,91,Medical Records Requested,164
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,NorthCarolina_Central,NorthCarolina,South,US,Humira,TNF,887,391,10,486,Prior Authorization Required,630
PR3M,,UnitedHealthcare,Commercial,Managed Care,2L,NorthCarolina_Central,NorthCarolina,South,US,ILUMYA,IL-23,491,85,43,363,Refill Too Soon,324
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,NorthCarolina_Central,NorthCarolina,South,US,ILUMYA,IL-23,246,195,34,17,Medical Records Requested,185
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,552,462,39,51,Refill Too Soon,359
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,1L,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,550,452,37,61,Prior Authorization Required,457
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,NorthCarolina_Central,NorthCarolina,South,US,Tremfya,IL-23,305,181,22,102,Authorization Denied,259
PR3M,,Medicare FFS,Government,Medicare,2L,Ohio_Cleveland,Ohio,West,US,Tremfya,IL-23,728,659,25,44,Prior Authorization Required,641
PR3M,,Aetna,Commercial,Managed Care,2L,Ohio_Cleveland,Ohio,West,US,Cosentyx,IL-17A,282,159,33,90,Refill Too Soon,183
PR3M,,Optum Rx,PBM,Pharmacy Benefit,2L,Ohio_Cleveland,Ohio,West,US,Tremfya,IL-23,486,130,9,347,Authorization Denied,355
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Ohio_Cleveland,Ohio,West,US,Stelara,IL-12/23,848,385,22,441,Prior Authorization Required,602
PR3M,,Medicare FFS,Government,Medicare,3L+,Ohio_Cleveland,Ohio,West,US,Cosentyx,IL-17A,901,104,45,752,Referral Required,649
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Ohio_Cleveland,Ohio,West,US,BIMZLEX,IL-17A & IL-17F,417,307,48,62,Authorization Denied,313
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,2L,Ohio_Cleveland,Ohio,West,US,BIMZLEX,IL-17A & IL-17F,454,195,15,244,Refill Too Soon,354
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Ohio_Cleveland,Ohio,West,US,ILUMYA,IL-23,861,566,37,258,Referral Required,594
PR3M,,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Ohio_Cleveland,Ohio,West,US,Stelara,IL-12/23,108,69,17,22,Refill Too Soon,70
PR3M,,TRICARE,Government,Federal,1L,Ohio_Cleveland,Ohio,West,US,ILUMYA,IL-23,184,77,31,76,Authorization Denied,156
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Ohio_Cleveland,Ohio,West,US,ILUMYA,IL-23,259,180,22,57,Prior Authorization Required,176
PR3M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Ohio_Cleveland,Ohio,West,US,Stelara,IL-12/23,909,630,23,256,Medical Records Requested,691
PR3M,,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Ohio_Cleveland,Ohio,West,US,Skyrizi,IL-23,391,72,14,305,Prior Authorization Required,285
PR3M,,Medicare FFS,Government,Medicare,2L,Oregon_Portland,Oregon,North,US,Skyrizi,IL-23,929,192,33,704,Authorization Denied,706
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Oregon_Portland,Oregon,North,US,Tremfya,IL-23,249,115,46,88,Referral Required,184
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Oregon_Portland,Oregon,North,US,Tremfya,IL-23,692,161,2,529,Prior Authorization Required,519
PR3M,,Express Scripts,PBM,Pharmacy Benefit,2L,Oregon_Portland,Oregon,North,US,Humira,TNF,737,127,16,594,Prior Authorization Required,582
PR3M,,Highmark,Regional Health Plan,Managed Care,3L+,Oregon_Portland,Oregon,North,US,ILUMYA,IL-23,338,117,15,206,Prior Authorization Required,254
PR3M,,Health Care Service Corporation,Commercial,Managed Care,1L,Oregon_Portland,Oregon,North,US,Stelara,IL-12/23,347,263,38,46,Prior Authorization Required,312
PR3M,,Highmark,Regional Health Plan,Managed Care,3L+,Oregon_Portland,Oregon,North,US,BIMZLEX,IL-17A & IL-17F,556,473,27,56,Medical Records Requested,384
PR3M,,CVS Caremark,PBM,Pharmacy Benefit,1L,Oregon_Portland,Oregon,North,US,Cosentyx,IL-17A,642,452,14,176,Referral Required,488
PR3M,,Express Scripts,PBM,Pharmacy Benefit,2L,Oregon_Portland,Oregon,North,US,BIMZLEX,IL-17A & IL-17F,232,176,29,27,Authorization Denied,165
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Oregon_Portland,Oregon,North,US,Tremfya,IL-23,577,238,48,291,Refill Too Soon,392
PR3M,,Humana,Commercial,Medicare Advantage,1L,Oregon_Portland,Oregon,North,US,Humira,TNF,797,714,39,44,Refill Too Soon,622
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Pennsylvania_East,Pennsylvania,East,US,Skyrizi,IL-23,488,252,22,214,Referral Required,395
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Pennsylvania_East,Pennsylvania,East,US,Stelara,IL-12/23,218,108,47,63,Prior Authorization Required,174
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,3L+,Pennsylvania_East,Pennsylvania,East,US,Skyrizi,IL-23,731,198,20,513,Referral Required,541
PR3M,,Blue Cross Blue Shield,Commercial,Managed Care,2L,Pennsylvania_East,Pennsylvania,East,US,Humira,TNF,480,124,49,307,Prior Authorization Required,336
PR3M,,CareSource,Medicaid Managed Care,Medicaid,3L+,Pennsylvania_East,Pennsylvania,East,US,ILUMYA,IL-23,178,54,6,118,Medical Records Requested,117
PR3M,,Aetna,Commercial,Managed Care,2L,Pennsylvania_East,Pennsylvania,East,US,Humira,TNF,128,78,20,30,Prior Authorization Required,102
PR3M,,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Pennsylvania_East,Pennsylvania,East,US,ILUMYA,IL-23,496,299,17,180,Refill Too Soon,397
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Pennsylvania_East,Pennsylvania,East,US,BIMZLEX,IL-17A & IL-17F,900,391,17,492,Prior Authorization Required,684
PR3M,,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Pennsylvania_East,Pennsylvania,East,US,Tremfya,IL-23,231,204,14,13,Authorization Denied,208
PR3M,,Medicare FFS,Government,Medicare,3L+,Pennsylvania_East,Pennsylvania,East,US,ILUMYA,IL-23,615,90,48,477,Medical Records Requested,412
PR3M,,CareSource,Medicaid Managed Care,Medicaid,1L,Pennsylvania_East,Pennsylvania,East,US,Cosentyx,IL-17A,909,381,46,482,Prior Authorization Required,645
PR3M,,Medicare FFS,Government,Medicare,3L+,Pennsylvania_East,Pennsylvania,East,US,BIMZLEX,IL-17A & IL-17F,520,376,30,114,Authorization Denied,432
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Pennsylvania_East,Pennsylvania,East,US,BIMZLEX,IL-17A & IL-17F,699,298,15,386,Prior Authorization Required,601
PR3M,,CareSource,Medicaid Managed Care,Medicaid,2L,Pennsylvania_West,Pennsylvania,North,US,Tremfya,IL-23,222,163,27,32,Referral Required,151
PR3M,,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Pennsylvania_West,Pennsylvania,North,US,Tremfya,IL-23,224,116,29,79,Prior Authorization Required,161
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Pennsylvania_West,Pennsylvania,North,US,Cosentyx,IL-17A,680,294,15,371,Prior Authorization Required,462
PR3M,,EmblemHealth,Regional Health Plan,Managed Care,2L,Pennsylvania_West,Pennsylvania,North,US,Humira,TNF,793,623,49,121,Referral Required,531
PR3M,,Optum Rx,PBM,Pharmacy Benefit,3L+,Pennsylvania_West,Pennsylvania,North,US,ILUMYA,IL-23,241,76,0,165,Refill Too Soon,169
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Pennsylvania_West,Pennsylvania,North,US,Humira,TNF,326,197,4,125,Medical Records Requested,238
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,1L,Pennsylvania_West,Pennsylvania,North,US,Cosentyx,IL-17A,986,117,42,827,Medical Records Requested,720
PR3M,,Humana,Commercial,Medicare Advantage,3L+,Pennsylvania_West,Pennsylvania,North,US,Humira,TNF,148,63,14,71,Authorization Denied,115
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,2L,Pennsylvania_West,Pennsylvania,North,US,Cosentyx,IL-17A,879,394,4,481,Authorization Denied,738
PR3M,,Elevance Health (Anthem),Commercial,Managed Care,3L+,Tennessee_Nashville,Tennessee,West,US,Skyrizi,IL-23,259,119,18,122,Authorization Denied,192
PR3M,,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Texas_North,Texas,North,US,ILUMYA,IL-23,720,660,50,10,Authorization Denied,619
PR3M,,Medicaid State Plans,Government,Medicaid,2L,Virginia_South,Virginia,East,US,Skyrizi,IL-23,476,108,48,320,Refill Too Soon,343
PR3M,,UnitedHealthcare,Commercial,Managed Care,3L+,Tennessee_Nashville,Tennessee,West,US,Cosentyx,IL-17A,611,580,24,7,Prior Authorization Required,452
PR3M,,Health Care Service Corporation,Commercial,Managed Care,1L,Texas_North,Texas,North,US,ILUMYA,IL-23,251,171,27,53,Prior Authorization Required,218
PR3M,,Health Care Service Corporation,Commercial,Managed Care,2L,Virginia_North,Virginia,West,US,Skyrizi,IL-23,625,130,50,445,Authorization Denied,406
PR3M,,Medicare FFS,Government,Medicare,2L,Virginia_South,Virginia,East,US,Humira,TNF,335,156,12,167,Authorization Denied,261
PR3M,,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Virginia_North,Virginia,West,US,Cosentyx,IL-17A,895,323,25,547,Authorization Denied,627
